id,n_in,mean_in,frac_neg_in,n_out,mean_out,frac_neg_out,spec_1,spec_2,spec_3,is_anomaly
239,8.0,2.5,0.0,11.0,1.0,0.09090909090909091,-0.0005245509434629344,0.00044832890141533583,0.0002457244358921516,0
261,8.0,2.0,0.0,7.0,1.4285714285714286,0.0,-0.0005492923126224161,0.0005372716008932656,-0.00022310676422446842,0
262,7.0,1.0,0.14285714285714285,6.0,1.3333333333333333,0.0,-0.00046421018422443107,0.0004971612173973361,0.0002192703191274584,0
272,12.0,1.8333333333333333,0.0,9.0,1.4444444444444444,0.0,-0.0005025789548177736,0.0004626350110185751,0.00023515658474582184,0
280,58.0,2.0689655172413794,0.017241379310344827,59.0,1.6610169491525424,0.01694915254237288,-0.0005401686392894846,0.00041684806928291176,0.00026601592931980176,0
283,15.0,2.466666666666667,0.0,13.0,3.076923076923077,0.0,-0.00045435272916390774,0.0004897240500020895,0.00022066912425270835,0
308,13.0,1.6153846153846154,0.0,11.0,1.6363636363636365,0.0,-0.0005453155424181442,0.00045405169196035134,0.00023465298366368524,0
312,11.0,1.5454545454545454,0.0,12.0,0.16666666666666666,0.08333333333333333,-0.0005542539993562043,0.000474215971453623,0.0002520258126095312,0
322,8.0,1.875,0.0,11.0,0.36363636363636365,0.09090909090909091,-0.0005402593984467664,0.00038005018203320806,0.00024174329058622722,0
350,28.0,1.5714285714285714,0.0,27.0,1.7037037037037037,0.0,-0.0004719290729873403,0.00041705657713090135,0.000245573188440644,0
359,12.0,1.5833333333333333,0.08333333333333333,11.0,0.45454545454545453,0.18181818181818182,-0.0004662558079603829,0.0004677973229277888,0.00024854270916248745,0
402,8.0,1.0,0.0,8.0,1.0,0.0,-0.00034916369947719317,0.0004979931015637058,0.00028160354905370924,0
416,16.0,1.6875,0.0,16.0,1.375,0.0,-0.0003425219643794615,0.00048570840299653594,0.00024578748669932583,0
417,7.0,2.7142857142857144,0.0,8.0,2.5,0.0,-0.000422771480657198,0.0004829860928097574,0.00023804915540739455,0
441,8.0,1.875,0.0,8.0,1.5,0.0,-0.0005186721808383255,0.0004948632928079914,0.00023950278323923223,0
452,21.0,0.9047619047619048,0.09523809523809523,21.0,1.0,0.0,-0.00044794877277645425,0.0004730698597448235,0.0002716412025897356,0
462,15.0,1.5333333333333334,0.06666666666666667,13.0,1.6153846153846154,0.0,-0.00045616709395287586,0.000527339782654628,0.00027844834467799143,0
465,14.0,2.142857142857143,0.0,11.0,2.4545454545454546,0.0,-0.0005175612023314958,0.0004644742438189252,0.0002624346940759259,0
502,12.0,1.4166666666666667,0.16666666666666666,10.0,2.3,0.0,-0.00039427439572356206,0.0004928507402950871,0.00022437482073067047,0
516,5.0,1.6,0.0,5.0,1.2,0.0,-0.0003044571264947076,0.0004939704534334192,0.00021594040036482037,0
520,18.0,1.1111111111111112,0.0,19.0,1.6842105263157894,0.0,-0.0004374052459021025,0.0004913784285037292,0.00022179427685140924,0
521,10.0,1.2,0.0,10.0,1.5,0.0,-0.0003779616086835473,0.00047017762513267485,8.850556660867172e-05,0
533,13.0,1.7692307692307692,0.0,15.0,2.6,0.0,-0.00042528007770487486,0.00048276935040960836,0.00024481427753596,0
550,44.0,1.1136363636363635,0.0,51.0,0.9215686274509803,0.0196078431372549,0.0002471120442655372,0.00041893585594680643,0.00028858917884738434,0
573,5.0,2.8,0.0,5.0,2.8,0.0,-0.0007535430588272631,0.0010984521665203884,-0.013994285038734055,0
576,5.0,2.6,0.0,6.0,3.6666666666666665,0.0,-0.0005297643482055064,0.0005185936951879478,0.00018779428128670776,0
579,15.0,0.6,0.13333333333333333,13.0,1.5384615384615385,0.0,-0.0005018404805784717,0.00045922918038005406,0.00020324113464422904,0
630,28.0,1.5,0.03571428571428571,28.0,0.9642857142857143,0.07142857142857142,-0.00046818995195747404,0.00048103294129403046,0.00023417425148685532,0
641,5.0,2.6,0.0,6.0,2.3333333333333335,0.0,-0.0007406653614828061,0.0010764655655156918,-0.010357606387582553,0
654,16.0,1.25,0.125,14.0,1.9285714285714286,0.0,-0.00041496999757343353,0.0004725785245015714,0.00024001465959474252,0
689,6.0,1.6666666666666667,0.0,6.0,1.8333333333333333,0.0,-0.0004608143674293665,0.0005483439077351626,0.0003063804593526907,0
775,56.0,1.8214285714285714,0.017857142857142856,58.0,2.189655172413793,0.0,-0.0005211650596018011,0.00036967777176179716,0.0003013013733333475,0
801,9.0,3.2222222222222223,0.0,10.0,2.8,0.0,-0.0004650445049496451,0.0005557889806715539,0.00035055313301253456,0
802,7.0,1.8571428571428572,0.0,7.0,1.7142857142857142,0.0,-0.00017917572232388322,0.000513710272815578,0.00027921680786340567,0
820,7.0,1.7142857142857142,0.0,5.0,1.0,0.0,-0.00019619298053040718,0.0004936012128446591,0.0002520679696500399,0
827,9.0,2.2222222222222223,0.1111111111111111,6.0,0.3333333333333333,0.16666666666666666,-0.00021624244495838688,0.0004908271945439591,0.0002837555089150845,0
847,5.0,2.8,0.0,5.0,2.6,0.0,-0.000292458779127006,0.0005171733805397949,0.0003214142368892994,0
885,6.0,2.1666666666666665,0.0,6.0,2.1666666666666665,0.0,-0.0003691604951626924,0.0006138053740598904,0.0003589472046250439,0
905,264.0,0.6098484848484849,0.14393939393939395,264.0,0.14015151515151514,0.1553030303030303,-0.0005519542678448937,0.0004343554674082683,0.0003005038989933668,0
907,6.0,2.1666666666666665,0.0,7.0,0.0,0.14285714285714285,-0.0001659399384496564,0.00042850826674621824,0.0002771139864299044,0
922,9.0,2.6666666666666665,0.0,8.0,5.625,0.0,-0.0003277393100623382,0.0004743367795939522,0.00029910084174787,0
953,7.0,2.4285714285714284,0.0,8.0,-0.125,0.125,-0.00015600685983594258,0.00035980499025000225,0.0003196762586392955,0
962,11.0,0.9090909090909091,0.09090909090909091,10.0,1.8,0.0,9.946572597079991e-05,0.0004902212328016919,0.0002899193058622376,0
975,5.0,1.2,0.0,4.0,1.0,0.0,0.0003022664927620162,0.00022671571692214304,0.0003108290886693793,0
1052,8.0,1.0,0.0,54.0,1.5,0.037037037037037035,-0.0005748842569467794,0.00042961546206685385,0.0002988204658539226,0
1073,5.0,1.6,0.0,5.0,2.6,0.0,-0.00030669954120207747,0.0004796239996804545,0.00026762227784683616,0
1094,29.0,1.6206896551724137,0.034482758620689655,31.0,1.935483870967742,0.0,-0.0004831595352185097,0.0004520016971619343,0.00027995359108556775,0
1143,6.0,-5.0,0.8333333333333334,4.0,4.75,0.0,-0.0003364920188246811,0.0005001668182560445,0.00030529873305145305,1
1154,17.0,-0.11764705882352941,0.4117647058823529,2.0,1.0,0.0,-0.0005347051141843708,0.0004557782307742901,0.0003052653807876688,1
1159,6.0,2.0,0.0,5.0,2.0,0.0,-0.0006218656110936563,0.0006127503740043392,-0.0019224767046664608,0
1201,58.0,3.9482758620689653,0.017241379310344827,69.0,2.753623188405797,0.14492753623188406,-0.000544038007395831,0.00043649310908602546,0.00028137407243427595,0
1252,12.0,1.25,0.0,13.0,0.6923076923076923,0.07692307692307693,-0.00044513526546375594,0.0004396045410646918,0.0002937636170878575,0
1268,15.0,2.2666666666666666,0.06666666666666667,13.0,2.5384615384615383,0.0,-0.00043991510948182164,0.0003480187913736219,0.00027364829157929487,0
1277,11.0,0.09090909090909091,0.2727272727272727,8.0,-0.375,0.25,-0.00038864128758908477,0.0004702814390080301,0.000294143770771523,0
1316,51.0,2.6470588235294117,0.0196078431372549,49.0,1.4489795918367347,0.10204081632653061,-0.0005282383982727135,0.00043955949926401735,0.00027589761476352,0
1348,34.0,0.9411764705882353,0.029411764705882353,35.0,1.2285714285714286,0.0,-0.0005312351016073721,0.0004050933468680411,0.00028672980154685455,0
1357,5.0,-2.4,0.4,4.0,1.5,0.0,-0.000520463153945438,0.0004325881229702883,0.0002961497926103624,1
1363,44.0,0.36363636363636365,0.3181818181818182,59.0,-2.7288135593220337,0.576271186440678,-0.0005569400958308482,0.0004467834394800963,0.0002635575513885405,1
1377,13.0,0.7692307692307693,0.07692307692307693,13.0,0.23076923076923078,0.07692307692307693,-0.0004662250545328312,0.0005047486684993443,0.00032657468425726456,0
1451,8.0,1.75,0.0,7.0,2.2857142857142856,0.0,-0.0005789130256471724,0.00024224223080693315,0.000327135445292817,0
1512,27.0,1.7777777777777777,0.0,30.0,1.8,0.0,-0.0005662040165364161,0.00045513205514088585,0.0002871526930989554,0
1527,6.0,1.0,0.0,6.0,1.0,0.0,-0.0005284818113998083,0.00044568205106444215,0.00024052072809991137,0
1528,27.0,1.7407407407407407,0.0,27.0,0.07407407407407407,0.18518518518518517,-0.0005670089997553202,0.0004060052356429973,0.00030180755553335556,0
1539,16.0,1.4375,0.0625,16.0,1.9375,0.0,-0.0005501882025265348,0.00035546973002509346,0.0002929747637258963,0
1576,13.0,1.1538461538461537,0.07692307692307693,10.0,1.7,0.0,-0.0005632513754345934,0.0004462342849355024,0.000264094382549509,0
1596,7.0,1.0,0.0,7.0,1.0,0.0,-0.00055368527322506,0.00044641379158942806,0.00024393972069222374,0
1624,12.0,2.3333333333333335,0.0,3.0,2.3333333333333335,0.0,-0.0005673282140014594,0.00045956911159210546,-0.00012047141997717332,0
1639,16.0,1.375,0.0,26.0,0.9230769230769231,0.11538461538461539,-0.0005714487583225936,0.0004501349194939645,0.00030105650365996,0
1662,6.0,-0.5,0.5,2.0,5.5,0.0,-0.0005565795353226837,0.0004610165349659283,0.00029257312865522175,1
1677,23.0,1.3043478260869565,0.043478260869565216,25.0,0.84,0.08,-0.0005008955427629925,0.0004253845338890008,0.0002692042698892216,0
1686,10.0,2.3,0.0,10.0,1.8,0.0,-0.000550370734571801,0.000443251521201079,0.00026067561375233496,0
1731,84.0,2.3452380952380953,0.0,90.0,1.9444444444444444,0.05555555555555555,-0.0005565207252439437,0.00044322746484694683,0.000298595521177008,0
1736,10.0,1.7,0.0,10.0,1.2,0.1,-0.00048554143499862363,0.0004479623910082951,0.00024099690677304342,0
1757,11.0,1.0,0.2727272727272727,13.0,1.3846153846153846,0.07692307692307693,-0.0005600053847165226,0.00044694233323949376,0.0002748119711820514,0
1771,82.0,0.24390243902439024,0.24390243902439024,74.0,1.7432432432432432,0.04054054054054054,-0.000558935015033594,0.0004003610101456707,0.00029094287525963114,0
1778,7.0,1.8571428571428572,0.0,7.0,1.8571428571428572,0.0,-0.0005728223564357128,0.00044040219848571485,0.0003152533899954893,0
1809,5.0,-0.4,0.2,8.0,1.0,0.0,-0.0005388631161087565,0.0004624509352455908,0.00030256710719654424,0
1811,10.0,1.2,0.0,11.0,0.09090909090909091,0.09090909090909091,-0.000557288731846758,0.0004492466799786002,0.0002855659837219238,0
1815,24.0,-1.25,0.25,45.0,-5.311111111111111,0.6222222222222222,-0.0005775064497152752,0.00044806108265754604,0.0002956213818275611,0
1839,5.0,2.4,0.2,3.0,5.0,0.0,-0.0005780400058468883,0.0004701780264313055,0.0003246198681695937,0
1850,28.0,1.0714285714285714,0.07142857142857142,16.0,1.375,0.0625,-0.000575836462073721,0.0004498706886667757,0.0003194471684946868,0
1878,5.0,2.2,0.0,6.0,2.0,0.16666666666666666,-0.000549273420515041,0.00047487369656263164,0.0003012278904356523,0
1888,5.0,1.2,0.0,5.0,1.2,0.0,-0.0005442681303920857,0.00045622946974126693,0.0002956471481335981,0
1893,7.0,1.7142857142857142,0.0,8.0,1.75,0.0,-0.0005763976981635761,0.000433870016605172,0.0003226349608317937,0
1939,16.0,1.75,0.0,21.0,2.238095238095238,0.0,-0.0005650056748093215,0.00045783864441549917,0.0002866781942977761,0
1947,19.0,2.6315789473684212,0.0,8.0,1.5,0.0,-0.00058062585386098,0.00045503139745738325,0.0003163059778372386,0
1948,35.0,2.3714285714285714,0.08571428571428572,28.0,1.25,0.10714285714285714,-0.000539054696929232,0.00043301215586047945,0.0002724772728655173,0
1955,6.0,-0.6666666666666666,0.16666666666666666,7.0,0.7142857142857143,0.2857142857142857,-0.0005570887321401512,0.00047988335516339263,0.0003301713516203983,0
1971,10.0,1.3,0.0,14.0,0.9285714285714286,0.07142857142857142,-0.0005807718919779947,0.00034528050147722384,0.00031795814028694766,0
1976,6.0,1.5,0.0,2.0,1.0,0.0,-0.0006050126769613581,0.0004961960175281713,0.0003455233048788926,0
2012,15.0,1.4666666666666666,0.0,15.0,2.0,0.0,-0.0005760493194903761,0.0004429075287970457,0.00032026400145575995,0
2013,8.0,1.625,0.125,7.0,3.0,0.14285714285714285,-0.0005674713387495289,0.0004358264927989132,0.00030633733373211785,0
2042,5.0,1.8,0.0,5.0,1.4,0.0,-0.0006107649269192795,0.000443546070665723,0.0003872063962475991,0
2045,128.0,0.0703125,0.1953125,170.0,-0.8647058823529412,0.3058823529411765,-0.0005801549992824064,0.0004370569911819972,0.0003138786405749079,0
2046,7.0,2.4285714285714284,0.0,6.0,1.6666666666666667,0.0,-0.00045665850118750836,0.00046385647710895555,0.0001890678120976177,0
2064,5.0,2.6,0.0,9.0,3.111111111111111,0.0,-0.0005559402688190914,0.0004931865198831983,0.00032742729178374184,0
2067,117.0,1.6837606837606838,0.06837606837606838,186.0,-2.4946236559139785,0.41935483870967744,-0.0005746430431940062,0.000440799837712762,0.0003174703982517279,0
2080,16.0,1.8125,0.125,17.0,2.2941176470588234,0.058823529411764705,-0.0005902531970337129,0.00037267753459372614,0.0002907050455119705,0
2093,7.0,-0.42857142857142855,0.14285714285714285,4.0,1.0,0.0,-0.0005889225420961645,0.0005169827888105112,-0.00011686404792315578,0
2097,6.0,2.6666666666666665,0.0,4.0,2.75,0.0,-0.0005544439878810563,0.00046591830794829046,0.00023884823126812688,0
2110,53.0,1.6981132075471699,0.0,60.0,0.8333333333333334,0.06666666666666667,-0.0005793611209990603,0.00041939816335333864,0.00031377985492010745,0
2125,180.0,2.438888888888889,0.0,397.0,-2.5163727959697733,0.5717884130982368,-0.0006004637727655376,0.00048705702614760594,0.0003617343423338502,0
2132,10.0,1.7,0.0,11.0,0.8181818181818182,0.09090909090909091,-0.0005668121791340035,0.00035021131516788995,0.00028553218553536877,0
2214,31.0,0.9354838709677419,0.16129032258064516,37.0,1.864864864864865,0.0,-0.0005257626584962899,0.0004446719219731011,0.00027669075388699223,0
2244,16.0,1.0,0.0,22.0,0.5,0.045454545454545456,-0.000584653321826666,0.0004973500180798376,0.0003140129961046269,0
2251,5.0,-1.6,0.4,5.0,1.0,0.0,-0.0005766126586782538,0.0004527026621662745,0.0003327776293285547,1
2255,6.0,1.0,0.0,8.0,1.25,0.0,-0.0005641703168717735,0.00045943579623925536,0.0002964770091046667,0
2261,5.0,-1.6,1.0,4.0,-1.25,0.75,-0.000569513077341835,0.0004682571633985567,0.00026071200955146635,1
2303,23.0,1.2608695652173914,0.0,28.0,1.5714285714285714,0.07142857142857142,-0.0005731491703051214,0.0004504547922986769,0.00027553078921173634,0
2328,26.0,1.5,0.0,35.0,-0.9428571428571428,0.2571428571428571,-0.0005613432176160352,0.0004387872281598672,0.000303843613909204,0
2363,6.0,0.5,0.16666666666666666,5.0,2.8,0.0,-0.0006141964092078623,0.0005023496547512709,0.0003836287835160592,0
2397,43.0,1.8372093023255813,0.0,48.0,1.25,0.0625,-0.0005515710789708472,0.00044673837965430015,0.000309763427715719,0
2399,19.0,0.5789473684210527,0.05263157894736842,20.0,0.8,0.05,-0.0005186277406258554,0.000426890206203067,0.00029439159748826543,0
2404,63.0,1.507936507936508,0.0,65.0,1.3076923076923077,0.0,-0.0005771305069325012,0.0004272129767127073,0.0003159686548604268,0
2437,12.0,2.5,0.0,14.0,1.6428571428571428,0.0,-0.0005853881874138831,0.00046744486441967274,0.0003316244038313999,0
2449,6.0,1.0,0.0,4.0,1.0,0.0,-0.0005713041296563456,0.00025768358649724306,0.0003258181058688634,0
2455,14.0,2.2857142857142856,0.0,0.0,0.0,0.0,-0.0005401005530951316,0.0004504260444848373,0.0002504237953623246,0
2475,10.0,1.0,0.0,10.0,1.0,0.0,-0.0005822586846377857,0.00043568556119726195,0.000325643333931805,0
2538,27.0,1.6666666666666667,0.07407407407407407,25.0,1.12,0.04,-0.000585642977624639,0.00035599658683700116,0.00032390702497181966,0
2558,9.0,1.3333333333333333,0.0,8.0,1.25,0.0,-0.000593199474377949,0.0003233214076082359,0.00033827480053711377,0
2561,6.0,-4.5,0.8333333333333334,5.0,1.0,0.0,-0.0005381605897829022,0.0004282978181004402,0.0003034064241259699,1
2605,5.0,1.6,0.0,5.0,1.8,0.0,-0.0005852551526939921,0.00045966697568172824,0.000340127195067866,0
2647,52.0,3.019230769230769,0.038461538461538464,60.0,0.8166666666666667,0.15,-0.0006091384886810975,0.00048286917448547953,0.0002982477059364843,0
2680,6.0,-3.3333333333333335,0.6666666666666666,12.0,3.1666666666666665,0.3333333333333333,-0.0005711139958098535,0.0004482532218819019,0.00030213417726384614,1
2700,9.0,-2.2222222222222223,0.5555555555555556,5.0,3.0,0.0,-0.000565175777887265,0.00046896507497220293,0.0003242562003463598,1
2701,7.0,-4.571428571428571,0.5714285714285714,2.0,5.0,0.0,-0.0005734241649716353,0.0004657237127987317,0.000325517953821985,1
2704,5.0,-4.6,0.6,1.0,1.0,0.0,-0.0005808237530928444,0.0004692689294710297,0.0003434654682409264,1
2710,17.0,1.588235294117647,0.0,18.0,1.6111111111111112,0.0,-0.0005627964807827937,0.00036432256205158495,0.00032950125461600314,0
2732,5.0,1.2,0.0,6.0,0.6666666666666666,0.16666666666666666,-0.0005702741399826025,0.00046629165741312976,0.0003096667884817078,0
2767,9.0,1.8888888888888888,0.0,9.0,2.3333333333333335,0.0,-0.000602482890891858,0.000319736464224964,0.0003400298887426304,0
2770,5.0,2.6,0.0,4.0,4.25,0.0,-0.0005525465594216397,0.0004452047069690001,0.00034850221483750493,0
2879,5.0,-7.8,0.8,3.0,-6.666666666666667,1.0,-0.0005678591013006168,0.00047606654815516533,0.00031934482371998073,1
2897,71.0,-0.4084507042253521,0.2676056338028169,76.0,0.4342105263157895,0.17105263157894737,-0.000592452946338594,0.00045359066163141884,0.0003327800548020616,0
2928,5.0,1.0,0.0,5.0,1.2,0.0,-0.0005930050110980516,0.0002657440520527835,0.0003337139190672162,0
2929,5.0,0.4,0.4,4.0,1.0,0.0,-0.0005916382629815962,0.00045173545551017844,0.0003259344388352141,1
2944,9.0,1.5555555555555556,0.0,9.0,1.7777777777777777,0.0,-0.0005876736374972705,0.00044410239766433146,0.000324230259164052,0
2958,8.0,0.75,0.125,9.0,1.1111111111111112,0.0,-0.0005863014269352681,0.00044765677874973776,0.0003305807134519635,0
2977,16.0,1.4375,0.0,18.0,1.3333333333333333,0.0,-0.0005881303688051161,0.00043734591509127105,0.0003302839741481124,0
3006,14.0,1.1428571428571428,0.07142857142857142,12.0,2.0,0.0,-0.0005620723185801101,0.0003825189597048595,0.00032879266976744057,0
3025,6.0,-0.5,0.6666666666666666,0.0,0.0,0.0,-0.000557163556895437,0.0004583077622132996,0.0002941927810385498,1
3029,8.0,1.125,0.0,9.0,0.5555555555555556,0.1111111111111111,-0.0005570603409369907,0.0004502141918334851,0.0002654071681083848,0
3062,6.0,0.8333333333333334,0.16666666666666666,4.0,3.5,0.0,-0.0005767652480999116,0.00044530851758934774,0.0003207304970367659,0
3086,19.0,2.4210526315789473,0.0,12.0,3.0833333333333335,0.0,-0.0006403050874654388,0.000492079315408922,0.00041003951722342973,0
3107,25.0,2.0,0.0,25.0,1.84,0.04,-0.0005912350323064528,0.0004038352579098983,0.00033709765070544657,0
3136,9.0,2.5555555555555554,0.0,10.0,2.4,0.0,-0.000630561978642727,0.0004954713464932292,0.00038679119195976654,0
3195,15.0,1.2,0.06666666666666667,14.0,1.4285714285714286,0.0,-0.0005788929305644025,0.00043338068297373933,0.0002832176658794332,0
3204,6.0,1.0,0.0,8.0,1.875,0.0,-0.0005561955199988621,0.0004666137485564663,0.000100705694427405,0
3229,14.0,1.0714285714285714,0.0,13.0,0.7692307692307693,0.07692307692307693,-0.0005854390635866439,0.00043275233157546777,0.0003306283155608702,0
3233,15.0,-0.2,0.26666666666666666,13.0,1.6153846153846154,0.0,-0.000587286471620419,0.0004440599963208641,0.00032621924633673735,0
3236,6.0,2.8333333333333335,0.0,7.0,3.142857142857143,0.14285714285714285,-0.0005882436700651752,0.00026678804699752535,0.0003348224319024837,0
3314,8.0,-7.625,0.875,6.0,-10.0,1.0,-0.0005626400092662034,0.0004627923537575553,0.0003146734523913392,1
3316,10.0,1.6,0.0,10.0,1.8,0.0,-0.0005844075545326209,0.0002887321433352572,0.0003274837305419318,0
3319,18.0,2.0555555555555554,0.0,15.0,2.066666666666667,0.0,-0.0005720081054135775,0.0004385791517632086,0.00028793097479556376,0
3333,7.0,-6.428571428571429,0.8571428571428571,2.0,1.0,0.0,-0.0005796041191968758,0.00044134024747989695,0.0003238832850586016,1
3335,9.0,1.5555555555555556,0.0,11.0,2.1818181818181817,0.0,-0.0005894416877694419,0.00045888652453382245,0.0003372076354125865,0
3349,6.0,2.0,0.0,8.0,0.5,0.125,-0.0005835388598804749,0.00045823531271337487,0.0003211957428418607,0
3366,48.0,1.3541666666666667,0.08333333333333333,43.0,1.6046511627906976,0.06976744186046512,-0.0005689941736577325,0.00043401831223540923,0.0003106970052888207,0
3391,6.0,1.0,0.0,5.0,1.0,0.0,-0.0005901139681229145,0.00047743897342817574,0.000335248452060279,0
3408,8.0,2.25,0.125,9.0,1.1111111111111112,0.1111111111111111,-0.000611084219187467,0.0004924042757104395,0.00037003941398392273,0
3429,40.0,2.125,0.0,44.0,1.9318181818181819,0.022727272727272728,-0.0005886106179918324,0.00043841344257116246,0.00031385403694116537,0
3444,5.0,-0.6,0.2,2.0,1.0,0.0,-0.0005821686406318325,0.00045369388834309664,0.0002993274473818982,0
3452,39.0,1.3333333333333333,0.02564102564102564,63.0,-1.0158730158730158,0.23809523809523808,-0.0005835560234642996,0.0004392402343250679,0.00031088159436800506,0
3490,7.0,0.8571428571428571,0.14285714285714285,7.0,3.857142857142857,0.0,-0.0006120692687299411,0.0004185406662735787,0.0003659801462306423,0
3506,5.0,1.4,0.0,5.0,1.2,0.0,-0.0006323968382582132,0.0002320917909075305,0.0004015431442041376,0
3528,6.0,1.3333333333333333,0.0,6.0,1.5,0.0,-0.0005880819737863335,0.00043928171138453323,0.00033597436667428843,0
3590,5.0,1.2,0.0,7.0,1.2857142857142858,0.0,-0.0005850378685167106,0.00044949667222171896,0.0003303554713042026,0
3621,8.0,1.125,0.0,8.0,1.125,0.0,-0.0005925965611680529,0.00044832584644484457,0.0003363031447716928,0
3624,6.0,1.0,0.0,8.0,1.0,0.0,-0.0005825439908446187,0.0004532979573919161,0.00025097008121684986,0
3629,5.0,1.2,0.0,5.0,1.6,0.0,-0.0006077557589721911,0.00044855507995288937,0.0003823519499000919,0
3642,36.0,2.5555555555555554,0.08333333333333333,34.0,2.0588235294117645,0.029411764705882353,-0.0005851031856476386,0.0004434659200394483,0.000323738552729398,0
3669,37.0,1.864864864864865,0.02702702702702703,38.0,1.605263157894737,0.0,-0.0005974749092761856,0.00046633687910116966,0.0003450638880813332,0
3707,38.0,1.4210526315789473,0.05263157894736842,50.0,0.76,0.16,-0.0005795098238157044,0.0004547339524793566,0.00031599087118929935,0
3781,27.0,2.185185185185185,0.0,27.0,1.7037037037037037,0.0,-0.0005953132383729253,0.000442442236745877,0.0003234355886165628,0
3786,6.0,-10.0,1.0,28.0,-10.0,1.0,-0.0005820634966410721,0.00045850728578501645,0.0003091697223595545,1
3790,6.0,-10.0,1.0,28.0,-10.0,1.0,-0.0005822738211634229,0.00045838312585515234,0.0003089037022533179,1
3792,6.0,-10.0,1.0,28.0,-10.0,1.0,-0.0005822738211634122,0.0004583831258551628,0.00030890370225334285,1
3813,5.0,3.4,0.0,6.0,0.5,0.16666666666666666,-0.0005769146865434217,0.00047380934325352494,0.0003353728736713609,0
3815,21.0,2.0,0.0,19.0,1.6842105263157894,0.05263157894736842,-0.0005806632944410029,0.0004219558299339108,0.0003106014908684682,0
3820,52.0,1.9807692307692308,0.0,51.0,1.588235294117647,0.0,-0.0005856142506338672,0.0004274369934292851,0.0003313602802956633,0
3864,8.0,1.125,0.0,7.0,1.4285714285714286,0.0,-0.0005910411429021552,0.000468158710425038,0.00033906788488489574,0
3901,7.0,1.8571428571428572,0.0,5.0,1.4,0.0,-0.0006386597846292489,0.0004872095107662809,0.0003940416834592173,0
3971,9.0,1.2222222222222223,0.0,0.0,0.0,0.0,-0.0006172501692421686,0.0005116190534536981,0.0003921125190738941,0
4205,20.0,3.1,0.0,34.0,1.2352941176470589,0.11764705882352941,-0.000603314821267334,0.00048578315470153787,0.0003409140234551285,0
4209,13.0,1.1538461538461537,0.0,13.0,1.1538461538461537,0.0,-0.0005926140384856673,0.0004419380648610121,0.000333581620240168,0
4233,5.0,2.2,0.0,5.0,2.2,0.0,-0.0006125976412633369,0.0003852646029593769,0.0003674571411020586,0
4339,5.0,1.0,0.0,6.0,-0.6666666666666666,0.16666666666666666,-0.0005879646197803626,0.00043739743327993446,0.00032416985254497203,0
4382,13.0,0.46153846153846156,0.07692307692307693,12.0,0.25,0.08333333333333333,-0.0005888315849785538,0.00042860664238183734,0.0003335239818660648,0
4406,8.0,-1.25,0.5,7.0,0.42857142857142855,0.2857142857142857,-0.0005767246863513019,0.0004662881628928311,0.0003188150930989813,1
4409,8.0,1.25,0.0,8.0,1.25,0.0,-0.0005847284489589438,0.00042928397675188616,0.0003204064997632289,0
4427,6.0,-6.333333333333333,0.6666666666666666,2.0,1.0,0.0,-0.0005915092249912246,0.0004424482890217082,0.0003185738684539287,1
4499,38.0,1.9210526315789473,0.0,39.0,2.230769230769231,0.02564102564102564,-0.0005868009473792936,0.0003868109942554793,0.000332681828277942,0
4522,10.0,2.1,0.0,13.0,0.3076923076923077,0.15384615384615385,-0.0006636646550528421,0.0005663567210865233,0.0004524640164098493,0
